A Rolling Ball of Death	Rolling Death	"{""key"": 2791, ""value"": { ""casting_likelihood"": 2.02}}"
Biting Ballistae	Moderate Missile Weapon Aptitude	"{""key"": 2687, ""value"": { ""casting_likelihood"": 2.02}}"
Biting Ballistae	Aura of Incantation of Blood Drinker Self	"{""key"": 4395, ""value"": { ""casting_likelihood"": 2.02}}"
Biting Ballistae	Epic Weapon Tinkering Expertise	"{""key"": 4912, ""value"": { ""casting_likelihood"": 2.02}}"
Black Cloud Bow	Aura of Blood Drinker Self VI	"{""key"": 1616, ""value"": { ""casting_likelihood"": 2.02}}"
Black Cloud Bow	Aura of Atlan's Alacrity	"{""key"": 2116, ""value"": { ""casting_likelihood"": 2.02}}"
Black Cloud Bow	Aura of Incantation of Defender Self	"{""key"": 4400, ""value"": { ""casting_likelihood"": 2.02}}"
Black Coral Golem	Cold Vulnerability Other VI	"{""key"": 1065, ""value"": { ""casting_likelihood"": 2.02}}"
Black Coral Golem	Blistering Creeper	"{""key"": 1839, ""value"": { ""casting_likelihood"": 2.02}}"
Black Coral Golem	Foon-Ki's Glacial Floe	"{""key"": 1843, ""value"": { ""casting_likelihood"": 2.02}}"
Black Coral Golem	Gossamer Flesh	"{""key"": 2074, ""value"": { ""casting_likelihood"": 2.02}}"
Black Coral Golem	Dissolving Vortex	"{""key"": 2120, ""value"": { ""casting_likelihood"": 2.02}}"
Black Coral Golem	Corrosive Flash	"{""key"": 2121, ""value"": { ""casting_likelihood"": 2.02}}"
Black Coral Golem	Disintegration	"{""key"": 2122, ""value"": { ""casting_likelihood"": 2.02}}"
Black Coral Golem	Celdiseth's Searing	"{""key"": 2123, ""value"": { ""casting_likelihood"": 2.02}}"
Black Coral Golem	Winter's Embrace	"{""key"": 2135, ""value"": { ""casting_likelihood"": 2.02}}"
Black Coral Golem	Sudden Frost	"{""key"": 2137, ""value"": { ""casting_likelihood"": 2.02}}"
Black Coral Golem	Blizzard	"{""key"": 2138, ""value"": { ""casting_likelihood"": 2.02}}"
Black Coral Golem	Acid Vulnerability Other VI	"{""key"": 526, ""value"": { ""casting_likelihood"": 2.02}}"
Black Coral Golem Viceroy	Blistering Creeper	"{""key"": 1839, ""value"": { ""casting_likelihood"": 2.02}}"
Black Coral Golem Viceroy	Foon-Ki's Glacial Floe	"{""key"": 1843, ""value"": { ""casting_likelihood"": 2.02}}"
Black Coral Golem Viceroy	Gossamer Flesh	"{""key"": 2074, ""value"": { ""casting_likelihood"": 2.02}}"
Black Coral Golem Viceroy	Winter's Embrace	"{""key"": 2135, ""value"": { ""casting_likelihood"": 2.02}}"
Black Coral Golem Viceroy	Sudden Frost	"{""key"": 2137, ""value"": { ""casting_likelihood"": 2.02}}"
Black Coral Golem Viceroy	Blizzard	"{""key"": 2138, ""value"": { ""casting_likelihood"": 2.02}}"
Black Coral Golem Viceroy	Olthoi's Gift	"{""key"": 2162, ""value"": { ""casting_likelihood"": 2.02}}"
Black Flame	Cassius' Ring of Fire	"{""key"": 1785, ""value"": { ""casting_likelihood"": 2.02}}"
Black Flame	Dark Vortex	"{""key"": 3914, ""value"": { ""casting_likelihood"": 2.02}}"
Black Phyntos Swarm	Lightning Blast V	"{""key"": 113, ""value"": { ""casting_likelihood"": 2.02}}"
Black Phyntos Swarm	Lightning Volley V	"{""key"": 141, ""value"": { ""casting_likelihood"": 2.02}}"
Black Phyntos Swarm	Lightning Streak V	"{""key"": 1818, ""value"": { ""casting_likelihood"": 2.02}}"
Black Phyntos Swarm	Lightning Arc V	"{""key"": 2736, ""value"": { ""casting_likelihood"": 2.02}}"
Black Phyntos Swarm	Lightning Bolt V	"{""key"": 79, ""value"": { ""casting_likelihood"": 2.02}}"
Black Phyntos Wasp	Lightning Volley V	"{""key"": 141, ""value"": { ""casting_likelihood"": 2.02}}"
Black Phyntos Wasp	Lightning Streak V	"{""key"": 1818, ""value"": { ""casting_likelihood"": 2.02}}"
Black Phyntos Wasp	Lightning Arc V	"{""key"": 2736, ""value"": { ""casting_likelihood"": 2.02}}"
Black Phyntos Wasp	Lightning Bolt V	"{""key"": 79, ""value"": { ""casting_likelihood"": 2.02}}"
Black Spear of Mukkir Strength	Coordination Other Incantation	"{""key"": 3977, ""value"": { ""casting_likelihood"": 2.02}}"
Black Spear of Mukkir Strength	Focus Other Incantation	"{""key"": 3978, ""value"": { ""casting_likelihood"": 2.02}}"
Black Spear of Mukkir Strength	Strength Other Incantation	"{""key"": 3979, ""value"": { ""casting_likelihood"": 2.02}}"
Black Spear of Mukkir Strength	Mukkir's Ferocity	"{""key"": 3984, ""value"": { ""casting_likelihood"": 2.02}}"
Black Spear of Mukkir Strength	Mukkir Sense	"{""key"": 3985, ""value"": { ""casting_likelihood"": 2.02}}"
Blackened House Mhoire Cloak	Weave of the Magic Resistance V	"{""key"": 5682, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Shimmering Isparian Spear	Aura of Infected Caress	"{""key"": 2096, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Shimmering Isparian Spear	Aura of Cragstone's Will	"{""key"": 2101, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Shimmering Isparian Spear	Aura of Elysa's Sight	"{""key"": 2106, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Shimmering Isparian Spear	Aura of Atlan's Alacrity	"{""key"": 2116, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Shimmering Isparian Spear	Major Light Weapon Aptitude	"{""key"": 2504, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Shimmering Isparian Two Handed Sword	Aura of Infected Caress	"{""key"": 2096, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Shimmering Isparian Two Handed Sword	Aura of Cragstone's Will	"{""key"": 2101, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Shimmering Isparian Two Handed Sword	Aura of Elysa's Sight	"{""key"": 2106, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Shimmering Isparian Two Handed Sword	Aura of Atlan's Alacrity	"{""key"": 2116, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Shimmering Isparian Two Handed Sword	Major Two Handed Combat Aptitude	"{""key"": 5070, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Shivering Atlan Sword	Hastening	"{""key"": 2081, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Shivering Atlan Sword	Aura of Infected Caress	"{""key"": 2096, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Shivering Atlan Sword	Aura of Cragstone's Will	"{""key"": 2101, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Shivering Atlan Sword	Aura of Elysa's Sight	"{""key"": 2106, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Shivering Atlan Sword	Aura of Atlan's Alacrity	"{""key"": 2116, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Shivering Atlan Sword	Icy Blessing	"{""key"": 2155, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Shivering Atlan Sword	Major Heavy Weapon Aptitude	"{""key"": 2531, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Sparking Atlan Sword	Perseverance	"{""key"": 2061, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Sparking Atlan Sword	Aura of Infected Caress	"{""key"": 2096, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Sparking Atlan Sword	Aura of Cragstone's Will	"{""key"": 2101, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Sparking Atlan Sword	Aura of Elysa's Sight	"{""key"": 2106, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Sparking Atlan Sword	Aura of Atlan's Alacrity	"{""key"": 2116, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Sparking Atlan Sword	Storm's Blessing	"{""key"": 2159, ""value"": { ""casting_likelihood"": 2.02}}"
Blackfire Sparking Atlan Sword	Major Heavy Weapon Aptitude	"{""key"": 2531, ""value"": { ""casting_likelihood"": 2.02}}"
Blade Champion	Incantation of Acid Vulnerability Other	"{""key"": 4473, ""value"": { ""casting_likelihood"": 2.02}}"
Blade Lieutenant	Incantation of Imperil Other	"{""key"": 4312, ""value"": { ""casting_likelihood"": 2.02}}"
Blade Lieutenant	Incantation of Frost Bolt	"{""key"": 4447, ""value"": { ""casting_likelihood"": 2.02}}"
Blade Trap	Blade Wave	"{""key"": 3947, ""value"": { ""casting_likelihood"": 2.02}}"
Bladed Bow of Impaling	Coordination Other VI	"{""key"": 1384, ""value"": { ""casting_likelihood"": 2.02}}"
Bladed Bow of Impaling	Aura of Defender Self VI	"{""key"": 1605, ""value"": { ""casting_likelihood"": 2.02}}"
Bladed Bow of Impaling	Aura of Blood Drinker Self VI	"{""key"": 1616, ""value"": { ""casting_likelihood"": 2.02}}"
Bladed Bow of Impaling	Aura of Swift Killer Self VI	"{""key"": 1627, ""value"": { ""casting_likelihood"": 2.02}}"
Bladed Bow of Impaling	Invulnerability Other VI	"{""key"": 244, ""value"": { ""casting_likelihood"": 2.02}}"
Bladed Bow of Impaling	Moderate Missile Weapon Aptitude	"{""key"": 2687, ""value"": { ""casting_likelihood"": 2.02}}"
Blazin Og	Incantation of Imperil Other	"{""key"": 4312, ""value"": { ""casting_likelihood"": 2.02}}"
Blazin Og	Incantation of Blade Vulnerability Other	"{""key"": 4475, ""value"": { ""casting_likelihood"": 2.02}}"
Blight Spirit	Frailty Other VI	"{""key"": 1372, ""value"": { ""casting_likelihood"": 2.02}}"
Blight Spirit	Clumsiness Other VI	"{""key"": 1396, ""value"": { ""casting_likelihood"": 2.02}}"
Blighted Bane Grievver	Clumsiness Other IV	"{""key"": 1394, ""value"": { ""casting_likelihood"": 2.02}}"
Blighted Bane Grievver	Lightning Bolt VI	"{""key"": 80, ""value"": { ""casting_likelihood"": 2.02}}"
Blighted Claw	Major Heavy Weapon Aptitude	"{""key"": 2531, ""value"": { ""casting_likelihood"": 2.02}}"
Blighted Coral Golem	Cold Vulnerability Other VI	"{""key"": 1065, ""value"": { ""casting_likelihood"": 2.02}}"
Blighted Coral Golem	Gossamer Flesh	"{""key"": 2074, ""value"": { ""casting_likelihood"": 2.02}}"
Blighted Coral Golem	Acid Vulnerability Other VI	"{""key"": 526, ""value"": { ""casting_likelihood"": 2.02}}"
Blighted Oak Golem	Clumsiness Other IV	"{""key"": 1394, ""value"": { ""casting_likelihood"": 2.02}}"
Blighted Oak Golem	Slowness Other IV	"{""key"": 1418, ""value"": { ""casting_likelihood"": 2.02}}"
Blighted Oak Golem	Vulnerability Other IV	"{""key"": 232, ""value"": { ""casting_likelihood"": 2.02}}"
Blighted Oak Golem	Shock Wave IV	"{""key"": 67, ""value"": { ""casting_likelihood"": 2.02}}"
Blighted Oak Golem	Frost Bolt IV	"{""key"": 72, ""value"": { ""casting_likelihood"": 2.02}}"
Blighted Oak Golem	Frost Bolt V	"{""key"": 73, ""value"": { ""casting_likelihood"": 2.02}}"
Blighted Pyreal Golem	Imperil Other IV	"{""key"": 1325, ""value"": { ""casting_likelihood"": 2.02}}"
Blighted Pyreal Golem	Creature Enchantment Ineptitude Other IV	"{""key"": 572, ""value"": { ""casting_likelihood"": 2.02}}"
Blighted Pyreal Golem	Life Magic Ineptitude Other IV	"{""key"": 626, ""value"": { ""casting_likelihood"": 2.02}}"
Blighted Pyreal Golem	War Magic Ineptitude Other IV	"{""key"": 650, ""value"": { ""casting_likelihood"": 2.02}}"
Blitzkrieg Statue	Incantation of Nether Blast	"{""key"": 5551, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Executor's Boon	"{""key"": 2052, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Boon of Refinement	"{""key"": 2058, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Temeritous Touch	"{""key"": 2060, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Calming Gaze	"{""key"": 2066, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Ogfoot	"{""key"": 2080, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Might of the 5 Mules	"{""key"": 2086, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Bolstered Will	"{""key"": 2090, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Caustic Boon	"{""key"": 2148, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Boon of the Blade Turner	"{""key"": 2150, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Boon of the Mace Turner	"{""key"": 2152, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Icy Boon	"{""key"": 2154, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Fiery Boon	"{""key"": 2156, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Storm's Boon	"{""key"": 2158, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Boon of the Arrow Turner	"{""key"": 2160, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Battlemage's Boon	"{""key"": 2182, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Hydra's Head	"{""key"": 2184, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Tenaciousness	"{""key"": 2186, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Aliester's Boon	"{""key"": 2194, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Web of Deflection	"{""key"": 2242, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Web of Defense	"{""key"": 2244, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Jahannan's Boon	"{""key"": 2256, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Harlune's Boon	"{""key"": 2266, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Web of Resistance	"{""key"": 2280, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Nuhmudira's Boon	"{""key"": 2286, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Saladur's Boon	"{""key"": 2300, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Void Magic Mastery Other VII	"{""key"": 5409, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Aura of Hermetic Link Other VII	"{""key"": 5988, ""value"": { ""casting_likelihood"": 2.02}}"
Bliz Renard	Summoning Mastery Other VII	"{""key"": 6114, ""value"": { ""casting_likelihood"": 2.02}}"
Blizzard	Fire Vulnerability Other V	"{""key"": 1107, ""value"": { ""casting_likelihood"": 2.02}}"
Blizzard	Vulnerability Other V	"{""key"": 233, ""value"": { ""casting_likelihood"": 2.02}}"
Blizzard	Defenselessness Other V	"{""key"": 266, ""value"": { ""casting_likelihood"": 2.02}}"
Blood Curse Rat	Gossamer Flesh	"{""key"": 2074, ""value"": { ""casting_likelihood"": 2.02}}"
Blood Curse Rat	Decrepitude's Grasp	"{""key"": 2178, ""value"": { ""casting_likelihood"": 2.02}}"
Blood Fiend	Fire Vulnerability Other V	"{""key"": 1107, ""value"": { ""casting_likelihood"": 2.02}}"
Blood Fiend	Imperil Other V	"{""key"": 1326, ""value"": { ""casting_likelihood"": 2.02}}"
Blood Fiend	Bafflement Other V	"{""key"": 1443, ""value"": { ""casting_likelihood"": 2.02}}"
Blood Fiend	Vulnerability Other V	"{""key"": 233, ""value"": { ""casting_likelihood"": 2.02}}"
Blood Priestess	Gossamer Flesh	"{""key"": 2074, ""value"": { ""casting_likelihood"": 2.02}}"
Blood Priestess	Disintegration	"{""key"": 2122, ""value"": { ""casting_likelihood"": 2.02}}"
Blood Priestess	Olthoi's Gift	"{""key"": 2162, ""value"": { ""casting_likelihood"": 2.02}}"
Blooded Platinum Invader Lord Helm	Aliester's Blessing	"{""key"": 2195, ""value"": { ""casting_likelihood"": 2.02}}"
Blooded Platinum Invader Lord Helm	Aura of Deflection	"{""key"": 2243, ""value"": { ""casting_likelihood"": 2.02}}"
Blooded Platinum Invader Lord Helm	Aura of Defense	"{""key"": 2245, ""value"": { ""casting_likelihood"": 2.02}}"
Blooded Platinum Invader Lord Helm	Aura of Resistance	"{""key"": 2281, ""value"": { ""casting_likelihood"": 2.02}}"
Blooded Platinum Invader Lord Helm	Major Endurance	"{""key"": 2573, ""value"": { ""casting_likelihood"": 2.02}}"
Blooded Platinum Invader Lord Helm	Major Strength	"{""key"": 2576, ""value"": { ""casting_likelihood"": 2.02}}"
Blooded Silver Invader Lord Helm	Invulnerability Self V	"{""key"": 248, ""value"": { ""casting_likelihood"": 2.02}}"
Blooded Silver Invader Lord Helm	Minor Endurance	"{""key"": 2580, ""value"": { ""casting_likelihood"": 2.02}}"
Blooded Silver Invader Lord Helm	Minor Strength	"{""key"": 2583, ""value"": { ""casting_likelihood"": 2.02}}"
Blooded Silver Invader Lord Helm	Impregnability Self V	"{""key"": 260, ""value"": { ""casting_likelihood"": 2.02}}"
Blooded Silver Invader Lord Helm	Magic Resistance Self V	"{""key"": 278, ""value"": { ""casting_likelihood"": 2.02}}"
Blooded Silver Invader Lord Helm	Arcane Enlightenment Self V	"{""key"": 682, ""value"": { ""casting_likelihood"": 2.02}}"
Bloodletter	Heavy Weapon Mastery Other VII	"{""key"": 2308, ""value"": { ""casting_likelihood"": 2.02}}"
Bloodletter	Major Heavy Weapon Aptitude	"{""key"": 2531, ""value"": { ""casting_likelihood"": 2.02}}"
Bloodstone	Incantation of Acid Vulnerability Other	"{""key"": 4473, ""value"": { ""casting_likelihood"": 2.02}}"
Bloodstone	Incantation of Bloodstone Bolt	"{""key"": 5532, ""value"": { ""casting_likelihood"": 2.02}}"
Bloodstone	Acidic Blood	"{""key"": 5535, ""value"": { ""casting_likelihood"": 2.02}}"
Bloodstone Fragment	Olthoi's Gift	"{""key"": 2162, ""value"": { ""casting_likelihood"": 2.02}}"
Bloodstone Fragment	Bloodstone Bolt VI	"{""key"": 5530, ""value"": { ""casting_likelihood"": 2.02}}"
Bloodstone Fragment	Acidic Blood	"{""key"": 5535, ""value"": { ""casting_likelihood"": 2.02}}"
Bloodstone Shard	Olthoi's Gift	"{""key"": 2162, ""value"": { ""casting_likelihood"": 2.02}}"
Bloodstone Shard	Bloodstone Bolt VII	"{""key"": 5531, ""value"": { ""casting_likelihood"": 2.02}}"
Bloodstone Shard	Acidic Blood	"{""key"": 5535, ""value"": { ""casting_likelihood"": 2.02}}"
Blue Phyntos Wasp	Flame Bolt I	"{""key"": 27, ""value"": { ""casting_likelihood"": 2.02}}"
Blue Phyntos Wasp	Frost Bolt I	"{""key"": 28, ""value"": { ""casting_likelihood"": 2.02}}"
Blue Society Band	Wizard's Intellect	"{""key"": 2012, ""value"": { ""casting_likelihood"": 2.02}}"
Blue Society Band	Empyrean Mana Absorbtion	"{""key"": 4070, ""value"": { ""casting_likelihood"": 2.02}}"
Blue Society Band	Incantation of Mana Renewal Self	"{""key"": 4494, ""value"": { ""casting_likelihood"": 2.02}}"
Blue Society Band	Incantation of War Magic Mastery Self	"{""key"": 4638, ""value"": { ""casting_likelihood"": 2.02}}"
Blue Society Band	Incantation of Void Magic Mastery Self	"{""key"": 5418, ""value"": { ""casting_likelihood"": 2.02}}"
Blue Society Band	Legendary Void Magic Aptitude	"{""key"": 6074, ""value"": { ""casting_likelihood"": 2.02}}"
Blue Society Band	Legendary War Magic Aptitude	"{""key"": 6075, ""value"": { ""casting_likelihood"": 2.02}}"
Blue Society Band	Legendary Mana Gain	"{""key"": 6078, ""value"": { ""casting_likelihood"": 2.02}}"
Blue Society Band	Gauntlet Critical Damage Boost II	"{""key"": 6329, ""value"": { ""casting_likelihood"": 2.02}}"
Blue Society Band	Gauntlet Damage Boost I	"{""key"": 6330, ""value"": { ""casting_likelihood"": 2.02}}"
Blue Society Band	Gauntlet Damage Boost II	"{""key"": 6331, ""value"": { ""casting_likelihood"": 2.02}}"
Blue Society Band	Gauntlet Healing Boost II	"{""key"": 6337, ""value"": { ""casting_likelihood"": 2.02}}"
Blunt Baton	Willpower Self VI	"{""key"": 1450, ""value"": { ""casting_likelihood"": 2.02}}"
Blunt Baton	Aura of Hermetic Link Self VI	"{""key"": 1480, ""value"": { ""casting_likelihood"": 2.02}}"
Blunt Baton	Aura of Defender Self VI	"{""key"": 1605, ""value"": { ""casting_likelihood"": 2.02}}"
Blunt Baton	Inner Calm	"{""key"": 2067, ""value"": { ""casting_likelihood"": 2.02}}"
Blunt Baton	Aura of Mystic's Blessing	"{""key"": 2117, ""value"": { ""casting_likelihood"": 2.02}}"
Blunt Baton	Adja's Blessing	"{""key"": 2215, ""value"": { ""casting_likelihood"": 2.02}}"
Blunt Baton	Nuhmudira's Blessing	"{""key"": 2287, ""value"": { ""casting_likelihood"": 2.02}}"
Blunt Baton	Hieromancer's Blessing	"{""key"": 2323, ""value"": { ""casting_likelihood"": 2.02}}"
Blunt Baton	Major Mana Conversion Prowess	"{""key"": 2525, ""value"": { ""casting_likelihood"": 2.02}}"
Blunt Baton	Major Person Attunement	"{""key"": 2527, ""value"": { ""casting_likelihood"": 2.02}}"
Blunt Baton	Minor Life Magic Aptitude	"{""key"": 2555, ""value"": { ""casting_likelihood"": 2.02}}"
Blunt Baton	Minor Weapon Tinkering Expertise	"{""key"": 2570, ""value"": { ""casting_likelihood"": 2.02}}"
